id,description
2807,finally this wine has been brought to the u s there were only 40 cases imported so it may be difficult to track down but it s worth a search it s light to medium in body but with an expansive nose of toasted brioche that note combines with hints of mixed citrus and tart berries on the palate then comes to a clean refreshing close 
2808,made from 80 syrah 15 grenache and 5 riesling this magenta hued wine shows exuberant orange blossom and cherry flavors buoyed by moderate acidity and seaspray like freshness it finishes rich and fruity bringing a creamsicle in summer to mind 
2809,ripe orchard fruit pressed spanish broom crushed herb and citrus aromas take shape in the glass on the palate candied lemon underscores ripe yellow apple and pear flavors alongside tangy acidity a savory mineral note graces the finish fantastic wine 
2810,ripe plum cranberry pressed violet tobacco and damp soil aromas lead the nose along with a whiff of clove the round polished palate offers dried black cherry prune raspberry jam and licorice notes alongside smooth tannins it s already extremely approachable so drink soon 
2811,this massive heavily oaked blend of 94 tinta de toro and 6 garnacha smells like a cross between caf mocha and a sawmill with baking spices thrown in for good measure the palate is rough and tannic while oaky flavors of clove dominate blackberry fruit on the finish more clove is apparent while the tannic clamp is severe drink through 2024 
2812,a dried herb kick is the hallmark of wines made by this producer and this bottling may wear that note best its fresh pressed blackberry aromas accented with thyme and oregano the palate blends those savory tones with light purple fruit and caramel and coffee touches finishing on peppery spice 
2813,there s a smoky oak tinge to this bottling from actress challen cates and winemaker kevin law with black raspberry and sandalwood notes as well the palate intrigues with salty dark cranberry and penetrating mediterranean herb flavors 
2814,consistent with past releases this estate grown effort includes dijon 76 and 95 clonal material planted in 1995 it s toasty in both nose and taste with a tight core of green berry apple and banana fruit as it breathes open there s a dollop of cream just enough to smooth out the finish 
2815,blackberry and pressed violet aromas lead the nose of this bottling while charred beef lava rock and black soil scents provide depth a roasted game flavor dominates the palate spiced with black pepper and soy sauce and bolstered by a concentrated base of black fruit 
2816,this remarkably bone dry wine from a cool climate vineyard shows black plum smoked beef cracked peppercorn and slate scents on the nose the palate recalls cedar and sandalwood along with charcoal pepper and soy like flavors framed by chalky and firm tannins 
2817,this fragrant blend of nero d avola and frappato boasts alluring blue flower black skinned berry and leather aromas the balanced savory palate doles out ripe black cherry clove and licorice flavors with round polished tannins that give it a smooth texture enjoy through 2021 
2818,this wine is half merlot with the rest equal parts cabernet sauvignon and malbec brooding aromas of black licorice barrel spice and dark fruit lead to plentiful fruit and barrel flavors that show a lovely sense of balance the tannins bring some grip 
2819,close to half viognier this is cofermented with roussanne and marsanne then blended with 7 grenache blanc a small portion of the viognier was fermented in acacia oak deep and rich flavors are packed with sliced pear then range on through oranges and mixed citrus adding a touch of vanilla in a fresh tangy lingering finish 
2820,strong white flower aromas from honeysuckle to jasmine to tuberose meet with fresh apple blossoms and tropical elements of banana and coconut on the nose of the bottling a blend of 60 marsanne 38 roussanne and 2 grenache blanc there s a sharp and sizzling acidity on the palate where apple flesh and red pear flavors dance across the tongue with gusto 
2821,toast oak coffee underbrush and baked plum aromas unfold on this extremely ripe full bodied wine the densely concentrated palate delivers blackberry jam licorice oak roasted coffee bean coconut and a vanilla note alongside astringent tannins give the tannins another few years to soften then drink sooner rather than later 
2822,richly layered the nose offers pan fried apples butter vanilla cinnamon brioche fleshy peach and roasted nuts the palate is action packed with brown spice juicy lemons and ripe cherimoya bound by prominent acidity be forewarned that the wine grows overripe hours after opening 
2823,aromas of vanilla and baking spice are followed by ample red fruit and spice flavors the acids are tart giving the wine a zing 
2824,included in the blend are small portions of cabernet franc and petit verdot but this is merlot with a dark side all its own smoke rubber and tar highlights augment a wine with black fruits stiff tannins and threads of licorice and sage it s not your mama s merlot but it s authoritative and interesting 
2825,this wine has a bouquet of raspberry tart cherry and menthol a medley of fruit and cooling herb flavors in particular black cherry cassis mint and menthol with a hint of juniper berry fills the mouth tannins are smooth and soft and the bright finish is marked with a touch of menthol 
2826,saucy berry aromas are accompanied by notes of coffee olive and forest floor this has a drawing mouthfeel while the palate collapses a bit on itself flavors of raspberry and cherry offer no small amount of vanilla and oak while the finish is lively long and oaky drink through 2022 
2827,charred earth underbrush cured meat and toasted hazelnut aromas lift out of the glass the robust palate is almost overripe offering dried black cherry grilled sage tobacco and a hint of game alongside tightly packed tannins that clench the finish drink 2019 2025 
2828,a strong showing from the south coast this bottling offers plump red cherries blackberries dried plums cocoa shaved dark chocolate kola nut and iron on the nose the palate is laden with dark chocolate and cinnamon atop elderberry fruit lifted with elderflower lilacs and leathery tannins that drive into the finish 
2829,a blend of 85 cabernet sauvignon and 15 petit verdot this has aromas of red currant green bell pepper and clove the bright palate delivers cassis cedar and espresso framed in polished tannins 
2830,this bordeaux style blend offers reserved aromas of cedar dried herbs and cranberries vanilla and woodspice the dark fruit and spice flavors are retrained and elegant possessing a sense of balance 
2831,made from a blend of 40 cabernet sauvignon 30 merlot 15 alicante 10 sangiovese and 5 cabernet franc this opens with aromas of black currant bell pepper and clove the palate offers mature black cherry ginger and a hint of vanilla while firm tannins grip the finish 
2832,delicately fragrant this opens with scents of chopped herb elderflower hay and citrus on the crisp palate a hint of vanilla underscores peach and grapefruit while a light mineral note backs up the finish 
2833,aromas of honeysuckle yellow canned peach and wet slate lead to flavors of grapefruit peel citrus blossom and lemon zest in the mouth the finish is crisp and zippy 
2834,blueberries and black cherries meet with rose petals dark chocolate brown spice and black tea on the nose of this bottling from a historic vineyard the mouthfeel is soft with creamy tannins that grow grippier across the sip showing cedar black cherry mousse baking spice and a tinge of acidity 
2835,dark blue fruit thyme sweet barrel spices and mineral aromas lead to pitch black fruit flavors that show the warmth of the vintage but retain their balance the tannins provide some pucker 
2836,charred earth leafy underbrush prune marinated in spirits and grilled herbs come together in the glass the warm evolved palate shows blackberry jam dried cherry licorice and the heat of evident alcohol alongside bracing tannins give the tannins a few more years to soften then drink sooner rather than later to capture the remaining fruit 
2837,quite dark in the glass this is a lush rather than lithe expression of the shapeshifting grape with bright boysenberry black plum uncrushed peppercorn soy roast beef and espresso aromas black pepper shows on the palate but blueberry and blackberry fruits dominate boosted by a touch of dark chocolate and presented with solid acidic sizzle 
2838,tar and slightly sour black fruit aromas show on the nose of this brooding bottling which also has dried plum skin qualities blackberry and blueberry fruits show powerfully on the palate alongside dark chocolate and smoked meat flavors all tied together with a hickory wood element 
2839,this accessibly priced wine shows soy black tea boysenberry black pepper baked plums and lavender notes on the nose the palate offers lilacs rose petals and more lavender alongside olallieberry pencil lead and a peppery spice 
2840,grass gooseberry and grapefruit wind their way around a light bodied crisp and ephemeral wine aged mostly in stainless steel with a small percentage in neutral french oak tiny bits of s millon and sauvignon musque make their way into the mix for a wine that s textured and refreshing 
2841,a blend of 60 prokupac and 40 cabernet sauvignon this serbian wine smells of red cherry and blackberry it is full bodied while tasting of black cherry and blackberry the finish is fruit filled with a touch of leather 
2842,a stalwart sturdy rendering this smells like ripe plums and dark spices it tastes full of fruit but is shaded nicely by slightly smoky peppery notes the body is full and the texture firm with tannins and acidity best drink this after 2018 
2843,tight lemon peels and a restrained almost chalky minerality greet the nose on this single vineyard expression of viognier which also shows gala apple a shred of nectarine and a pinch of baking spice a clean and pithy palate packs lemon custard tangerine zest and grapefruit flavors 
2844,softly layered in integrated oak this 100 varietal wine dances in raspberry citrus and leather with a touch of tar full bodied it s a reserve level wine that may open further in the bottle and glass 
2845,white flowers dried lavender and vanilla bean scent this wine pleasantly acidic on entry it tastes of lemon curd pineapple juice and white peaches the finish is zesty and long lasting 
2846,a big but mild mannered wine this has subtle oak and butter aromas plus ripe pear butterscotch and white peach flavors a nicely thick texture carries all the complexity through the finish 
2847,crisp flinty minerality shows on the nose of this wine before a more concentrated experience of baked apple and cr me br l e enriches the palate both aspects find harmony in the glass especially on the long textured finish 
2848,this well aged wine has a slightly earthy new leather aroma tasty spicy flavors meet up with rich black cherry and cocoa chords to resonate through the finish it s medium to full bodied well balanced moderately tannic and ready for the dinner table the winemaker kept it in barrels for an unusual 43 months 
2849,juicy and smoky with a taste of tar this full bodied wine is soft and integrated in terms of oak black cherry blackberry and strawberry play on the palate against measured acidity and weight 
2850,light and appealing this well priced willamette valley bottling offers hints of rose petals raspberries and thin cherry fruit there s a whiff of sweet toast also and the overall balance is spot on 
2851,this opens with aromas of pressed acacia flowers ripe stone fruits and dried sage the palate isn t overly sweet offering dried apricot wildflower honey and toasted almond notes 
2852,a blend of 83 merlot and 17 cabernet sauvignon this robust red is juicy and smoky offering tastes of blackberry cassis and mocha dusty tannins give a heaviness accented by black licorice on the finish 
2853,classic varietal scents of talcum powder and rosewater lead into a tangy tart low alcohol but bone dry wine the fruit is substantial offering solid flavors of grapefruit and lemon peel 
2854,dusty with earth and saffron aromas this seemingly savory silvaner is surprisingly plump and fruity on the palate ripe yellow plum and cherry flavors are anchored by bracing lime acidity and a moderately long mineral finish drink now 
2855,racy and revitalizing this delicate off dry riesling balances a core of fresh white peach and citrus flavors with savory smoke and nut tones fresh and easy going in style it s a likely to please a wide audience 
2856,affordable and appetizing this has a lighter color and subtle smoke and toasted oak aromas a firm texture accompanies just enough tannins and acidity and bright red cherry and black tea flavors it s lean in a good way with excellent balance and a touch of austerity rather than overt richness 
2857,this blend of syrah grenache mourv dre and petite sirah grapes is so packed with flavors that they seem to stumble over each other at first it leads with a definitely earthy aroma that fades but then the flavors come out effusive chocolaty almost sweet and definitely ripe it is full bodied and rich in texture 
2858,this perfumed light wine has ripe fruits along with soft acidity and structure by blending some merlot with the malbec the producer has softened and broadened the tannins and allowed for attractive juicy red fruits at the end 
2859,briary berry aromas come with notes of mint and oak based vanilla scents earthy berry prune and licorice flavors finish with rooty spice and mild herbal notes 
2860,this wine is unusually rich with a color is deeper and more yellow than the norm concentrated aromas suggest ripe honeydew melon and fig the wine also has a plush mouthfeel and lingering finish full bodied and flavorful it will be happy to take the place of a chardonnay at your next dinner 
2861,this is a fruit bomb supreme bright effusive strawberry raspberry and boysenberry aromas and flavors seem to spread out in all directions first in the aroma then repeating in the flavors and finish with a sip or two some deeper black cherry notes emerge and full body and gripping tannins become more apparent 
2862,woodsy cheesy earthy aromas of berry fruits are a bit hot jumbled and rooty in style this is showing a mature clampy tannic palate with firm acidity while earthy flavors of raspberry and plum are lightly baked this tastes a bit raisiny on the finish drink now 
2863,toasted oak exotic spice and baked black fruit aromas slowly take shape on this structured merlot the densely extracted palate delivers coconut blackberry extract espresso anisette and roasted coffee bean alongside rather astringent tannins 
2864,mossy herbal baked berry aromas are accented by shades of green tones on the palate this is lively but a touch raw with bold acidity blackberry spiced plum oak and herbal grassy flavors finish snappy 
2865,this is the casual sipper of the ch teau de nages ros pair offering slightly briny fum notes on the nose but following them up with peach and melon fruit flavors that finish long crisp and dry 
2866,lush and creamy as soon as it hits the palate this fine value is packed with flavors of fresh sliced just ripe pear hints of apple and tangerine further expand the flavor and it finishes crisp and clean 
2867,forward round and immediately accessible this brings a generous mix of brambly berry black cherry and cola to the forefront there s a touch of dusty spice hinting at the time spent in 21 new oak 
2868,a blend of 50 cabernet sauvignon 20 merlot and 30 syrah this opens with aromas of espresso toasted oak ground pepper ripe black skinned fruit and game the extracted palate offers licorice raisin clove and tobacco alongside raspy tannins that leave an astringent finish the fruit is starting to dry up so drink sooner rather than later 
2869,red currant blackberry espresso wood shavings and cedar aromas unfold in the glass the palate offers dried black cherry anise coffee coconut and oak alongside alongside drying tannins that leave an astringent finish the fruit is starting to dry up so drink sooner rather than later 
2870,in this intriguing blend the herbaceous sauvignon blanc dominates the smoother chardonnay the wine is all about crispness and freshness with a strongly aromatic component acidity and a touch of minerality come through at the end 
2871,distinct aromas of sizzling bacon wafts from this blend of 75 syrah and 25 grenache along with smashed blackberries and a slightly reductive tar quality the chunky palate is very meaty and smoky with dried red cherries espresso and asphalt elements proving a bit rustic 
2872,the inviting aromas of campfire smoke dominate the aromas of this wine but there are also pressed red cherry berry reduction sauce and roasted venison elements on the nose the palate picks up morel mushrooms mulberry cranberry smoked meats ponzu sauce black pepper and a bit of sour fruit proving to be a very solid sipper 
2873,a majority of cabernet franc combines with 23 cabernet sauvignon and 23 merlot the result is a dense expression of cherry strawberry and vanilla sharp on the tongue in tar and tobacco the tannins tightly wound 
2874,while this has a strongly tannic structure from the tannat in the blend the wine is also showing its ripe fruits and generous texture black plum skins and blackberries give a juicy edge to this wine that will be ready to drink from 2016 
2875,cherry plum and raspberry aromas cover the red end of the aromatic spectrum a wide tannic grabby body and earthy flavors of raspberry and baked plum finish bold and choppy with freshening acidity 
2876,intensely acid in its youth this bone dry wine needs a few months for now it is tight and steely very fresh and aromatic but requires time to open out and broaden drink from the end of 2015 
2877,this vivacious white is a beach pour with class fresh lemon zest and floral aromas and a combination of white fruit minerals and citrus on the palate are lively and light but the wine has some weight behind it 
2878,this blend of 50 roussanne 30 grenache blanc and 20 clairette is soft in texture a welcoming mix of ripe stone fruit and spicy nasturtium blossom finish clean and refreshing 
2879,savory apple and lemon earth and bramble tones persist throughout this semisweet riesling it s refreshingly crisp and nimble making it an easy everyday pairing for casual chicken or fish dinners at home 
2880,this proprietary blend starts with a very gamy though thoroughly enjoyable nose of charred meat coffee berry and compost on the palate there is espresso dried herbs and black cherry proving to be a complex and savory yet very easy to like wine 
2881,seara d ordens is a quinta at the western end of the douro region this rich and polished wine is full of black fruits with herbal overtones and layers of wood aging that have left espresso flavors with this concentration the wine needs to age for several years drink after 2017 
2882,honey and lemon accent the nose and palate of this stately flagship wine from sparkling pointe extended lees aging lends remarkable depth and complexity shades of brioche and almond add a richness on the palate revitalizing acidity and a train of tiny bubbles lead to a soft pillowy foam 
2883,slightly green minty aromas of tobacco spice purple flower and sawdust filter onto a structured lively palate flavors of dark berry fruits are accented by mint coffee and chocolate while the finish hits with controlled heat and herbal berry flavors drink this cabernet franc cabernet sauvignon carmen re blend through 2020 
2884,this is a lightly aromatic wine with notes of lees apple mineral and spice it s medium bodied with a thick textured feel showing good weight and intensity to the fruit flavors alongside well balanced acidity a uniquely styled wine without an easy comparison in the region 
2885,from the acclaimed champoux vineyard this puts the purple fruit in a wrap of pretty baking spices barrel aging adds cocoa and coffee while the acidity is sufficient to keep the wine from feeling too tannic another couple of years of bottle age or brisk decanting should put it at its peak 
2886,on the nose this blend is leathery and earthy bold berry and cassis flavors on the palate are amplified by strong notes of baking spice and chocolate while the finish is oaky and shows moderate complexity drink through 2019 
2887,from vines farmed by neumeyer for the local hospices de molsheim charity this intense wine has a ripe character that is already rounding out its acidity with minerality from the chalk soil it s complex and will develop over several years drink from 2016 
2888,an elegant poised wine that s bone dry nervy and lightly fruity the wine is balanced between its fresh acidity and ripe fruitiness with its bright texture it s a wine that needs food drink from 2016 
2889,medium sweet in character this is a rich wine that s driven by its rich terroir the chalk and gravel soil of the goldert vineyard produces great spiciness that is balanced by delicate acidity and the possibility of aging further drink now but it will be better from 2016 
2890,the wine has a golden character warm and ripe its rich fruits bring out honeydew melon and pineapple as well as crisper orange zest the structure and the rich texture are already all there although it will develop well until 2020 
2891,lean and crisp this light ethereal chardonnay develops in the glass into something more substantial and complex herbal and slightly savory it intrigues and will be a nice companion to fresh green salads in a light vinaigrette 
2892,like a bouquet made of different types of flowers this polished wine brings diverse elements into a pleasing whole there are ripe tropical fruit vanilla and butter aromas rich apple and pear flavors a soothing smooth texture and lingering finish 
2893,a very aromatic wine showing notes of orange marmalade brown sugar and apricot it s supremely rich with a mango and honey filled finish 
2894,aromas of cherry and vanilla continue to the palate alongside notes of toffee smoked meat and roasted red pepper a well balanced wine with flavors that are equal parts fruity and savory the finish boasts lingering tannins and bright acidity fine terroir selections misa imports 
2895,rich and meaty enough to sink your teeth into this dark and deep syrah has toasty smoky aromas generous blackberry and boysenberry flavors that are full but not sweet accompany a velvety texture this is tasty now but has the layered tannins and acidity for aging best now through 2019 
2896,from an estate vineyard high atop mount veeder this 100 cabernet sauvignon is dark and inky concentrated in color and flavor a brambly intensity at the center of it all peppercorns and clove accent its larger smoky espresso side the body full and velvety 
2897,a ripe tannic and herbal wine this has been produced for aging it shows a dark tannic side over the juicy black plum fruits and berry flavors the wood aging shows in the way the wine smoothes out at the end leaving a rich full bodied aftertaste drink from 2016 
2898,the grapes are demeter certified biodynamic in this 100 zin grown on a ridge top vineyard overlooking the dry creek valley a fully realized satisfying wine it offers cherry vanilla tar and toasty bacon among warm tones of complementary spicy cinnamon 
2899,warmed croissant yeastiness matches up with sea salt and lemon butter on the nose of this bottling from the pioneering santa barbara winery the salinity carries on the palate with apple pie and butterscotch presenting a nicely oaked but not overdone palate 
2900,this is a delicious chardonay it dances in pear peach and lemon notes balanced and addictive it s easy to love and not overly complicated at all encased in just enough oak to provide texture and weight this is a great wine for parties or casual dinners pairable with just about anything 
2901,the wine is rich medium sweet and intensely aromatic and spicy a spicily hot character derives from the pepper bergamot and cardamom flavors at the back are a firm structure and tropical fruits age this wine and don t drink before 2017 
2902,brown calls this wine its cab lover s zin blending 60 zinfandel with cabernet sauvignon and petite sirah it is a stunner sultry in juicy red plum cassis currant and earthy tobacco tannins are soft and leathery and all the varieties are well represented 
2903,very rich this ripe and rounded wine is typical of the powerful 2010 vintage it s dense and concentrated packed with black plum and sweet berry fruits it shows a dense structure along with juicy fruits it could be over the top but the acidity and tannins hold it back drink from 2018 
2904,a wine that is rich in both tannins and ripe fruit the 45 cabernet sauvignon in the blend gives the concentration of the wine with spice and black berry fruits that are given an extra richness by the intense dark plums the wine needs aging so drink from 2018 
2905,very concentrated beautifully ripe and blackberrylike in flavor this abounds with goodness from the grapes rather than woody flavors from barrels the sweet seeming fruit flavors come without a lot of tannin to dry the texture 
2906,this offers the classic nebbiolo fragrance of blue flower red rose woodland berry tilled earth and whiffs of cake spices the palate delivers ripe black cherry crushed raspberry and white pepper framed in big chewy tannins 
2907,while the wine is all tannin and structure at this stage the weight and rich fruit promise plenty of good aging potential wine producers for 10 generations the dulon family picks specific plots this 60 merlot 35 cabernet sauvignon and 5 cabernet france blend has juicy black fruits that will push forward to give a full wine with a fine presence drink from 2017 
2908,there s been no price increase for this outstanding value but the quality keeps going up and up it s packed with juicy red berry and cassis fruit supple tangy deep and lingering the finish carries a suggestion of chalk more in the sense of minerality than any artificial dryness 
2909,a blend of five different varieties with cabernet sauvignon and syrah making up 70 of the mix it brings intriguing notes of cranberry raspberry jam and fruit leather the palate is full bodied with rich dried cherry flavors and firm tannins that need time in the cellar to soften 
2910,although the wine is dry it has a wonderfully aromatic honeyed character that follows through to the rich full palate giving a wine that tastes of dried apricots and quince full bodied it should be drunk in a year 
2911,a warm wine that shows rich flavors ripe acidity and plenty of yellow fruits it is rounded smooth and likely to develop quickly the acidity at the end is the crisp contrast to this full forward wine drink from 2015 
2912,melon and apple fruit flavors are lightly buttery fresh and spicy the underlying minerality adds textural interest to this light elegant and stylish offering 
2913,heady varietal aromas recall crushed tomato vine cantaloupe and gooseberries the vibrant palate delivers juicy pineapple mango and green melon along with a spicy ginger note all brightened with refreshing acidity that ends clean and crisp oliver mccrum t edward wines 
2914,it opens with aromas of sun ripened berries spearmint and mediterranean scrub the palate offers dark cherry and raspberry accented with notes of white pepper and a hint of cinnamon spice alongside round tannins it s ripe soft and ready to enjoy soon 
2915,it opens with a floral fragrance of peach blossom and white spring flowers the juicy vibrant palate delivers ripe golden apple mineral and almond notes alongside crisp acidity 
2916,this full bodied wine begins with delicate aromas of toasted bread crust mature pear and golden delicious apple the palate delivers ripe yellow peach papaya lemon zest white almond and mineral alongside brisk acidity drink now for crispness or hold another year or two for more complexity 
2917,difficult to appreciate now this pinot is bone dry brittle in tannins and acidic it has quietly complex rosehip tea sour cherry candy and cola flavors with a tasteful appliqu of oak hold until 2019 and see what it s doing 
2918,structured and sophisticated it offers creamy green apple pear citrus and white peach sensations the juicy fruit palate is restrained by subtle notes of white pepper and mineral alongside fresh acidity that leaves a focused lingering finish 
2919,this rich wood aged wine abounds with spice and ripe pear peach and mango fruits the dense texture comes from aging on the lees for four months adding to the richness and spicy character drink this wine now but it will be better in 2015 
2920,reflecting the structure and fruit of the 2010 vintage the wine has dry tannins that are balanced by juicy black fruits and fine acidity drink from 2017 
2921,a perfumed wood aged wine this is rich full of fruit and structure and obviously worth aging almost equal parts merlot and cabernet sauvignon have produced an aromatic wine packed with black currant fruit and dark tannins drink from 2017 
2922,this is so light it tastes like raspberry foam with a dash of cola and a dusting of cocoa this is thoroughly delicious and delicate but sustaining a lovely elegant effort that captures the essence of this light vintage without sacrificing detail length or flavor 
2923,an elegant alvarinho from the north of the vinho verde region it has some wood aging rounding out the acidity of the fruit and introducing a spiced orange and lime character full bodied and ripe it could age until 2015 but is ready to drink 
2924,woody smoky notes belie the intensely fruity palate of this medium sweet rieslaner a cross of riesling and sylvaner it carries out the traits of its parents faithfully aromatic and peachy yet intensely herbaceous and grassy too it finishes long with a streak of sunny lemon acidity 
2925,dusty mineral and saffron notes add intensity and spice to superripe sunny peach and yellow cherry aromas on this semisweet riesling it s lavishly fruity on the palate but layered with earthy complexity it finishes long with a delicately honeyed sweetness that lingers 
2926,deeply concentrated with honeyed yellow peach and tangerine flavors this is a gorgeously composed wine with just a hint of sweetness for balance notes of cherry blossom and crushed minerals add complexity and depth it finishes long with a delicate lacy sweetness 
2927,zesty evergreen and herb notes lend freshness to notes of meyer lemon and nectarine in this delicate riesling the palate builds in floral fruity intensity with bright peach and blossom notes delicately sweet yet brisk in lemony acidity with a long finish 
2928,this barrel fermented blend split equally between the two varieties displays notes of marzipan melon tropical fruit and biscuit it s medium plus bodied with a lingering finish 
2929,whiffs of earth and musk add a dark complexity to sweet peach and blossom aromas on this superconcentrated sp tlese on the palate unctuous marmalade is laced with saffron and honey finishing long and with a streak of tangerine acidity and a murmur of astringency 
2930,this medium bodied and elegant pinot bianco boasts fragrances of white spring flowers green apple and flint that carry over to the savory palate the juicy fruit is supported by fresh acidity that leaves a clean crisp finish making this extremely food friendly oliver mccrum t edward wines 
2931,this is a tannic while richly fruity wine showing ripe warm climate cabernet sauvignon flavors blackberries and dusty tannins are to the fore giving a firm structure fine juiciness and a dense texture the wine could age so drink from 2016 
2932,made in the rich buttery style this decadent chardonnay oozes honey butterscotch tropical fruit vanilla and toast flavors it also has a much needed minerality that adds depth and firmness the grapes come from carneros oakville and st helena drink through 2016 
2933,this is already a delicious wine with its hints of yellow fruits soft minerality and creamy texture there is a touch of toast warm fruitiness and fresh acidity it s ready to drink now but will age until 2020 
2934,preserved quince and honeyed apple flavors are accented by streaks of mineral and lime zest on this elegant off dry riesling tart green apple and fresh herb notes lift the midpalate it finishes long but crisp and refreshing 
2935,a big wine tannic and extracted in blackberry blueberry and red currant flavors with notes of bacon mocha black pepper and sandalwood it shows plenty of class but is still too young give until 2017 in the cellar 
2936,it s hard to believe there s no oak on this wine with its accents of vanilla and buttered toast the wine was fermented in stainless steel and bottled earlywith no barrel exposure it s beautifully rich in tropical fruit pear peach and lime flavors with a brisk amount of acidity 
2937,almost instantly identifiable as a napa valley cabernet for its classic black currant and cassis flavors wrapped into sturdy tannins and finished with acidity the fruit is ripe and sweet with an edge of green olives yet the finish is thoroughly dry with a complex spiciness drink now through 2020 
2938,call this zin lusty huge gigantic massive anything that describes scale some zins like this are over the top but this one maintains a precarious balance despite high alcohol and superripe raisin and dark chocolate flavors with firm tannins it s classic monte rosso zinfandel and will age for decades 
2939,a savory blend of 45 cabernet sauvignon 45 merlot and 10 cabernet franc this opens with aromas of scorched earth meat juices leather black fruit and spices the dense low acid palate delivers black currants and fleshy black cherry accented with black pepper and mocha alongside soft round tannins drink now through 2017 
2940,a laundry list of a blend this combines merlot syrah cabernet sauvignon cabernet franc and viognier medium in body it features flavors of cherry strawberry and flower plus juicy acids that thrust the wine across the palate 
2941,lychee and melon aromas are proper for torront s and while this has viognier and chardonnay in the blend it s torront s that dominates via a spritzy citrusy mouthfeel and flavors of lychee nectarine and citrus fruits a fresh lively but simple finish confirms the wine s refreshment potential 
2942,big oaky and concentrated it s rich in coffee and leathery toffee the tannins firm and feisty 
2943,funky aromas soon burn off to reveal oak coffee espresso and vanilla sensations the palate also shows a heavy wood influence displaying oak extract and vanilla alongside plum and black cherry it finishes on an astringent note of drying tannins 
2944,dark berry sous bois and pastry spice aromas lead to a medium to full bodied palate that exhibits easy acids and fixed chalky tannins 
2945,oak toast coffee espresso chocolate and vanilla sensations dominate this wine along with notes of black plum it lacks fruit richness to balance the oak and the astringent wood tannins on the finish 
2946,subtle aromas of minerals rose petal and red berry are not overdone in the mouth it has astringency hard tannins and an overall narrow feel flavors of raspberry and red plum seem sharp and jagged while oaky mint and heat rise up on the finish give this more bottle time and it may improve 
2947,this is a wine that shows a more serious side to vinho verde bone dry with a crisp and creamy texture it has citrus pineapple and red apple flavors it could even age a few months but is so drinkable now 
2948,fresh plum and berry aromas are cut from a common mold this is a good but typical juicy rioja with clean fruit crisp acidity and nice cherry and raspberry flavors a touch of bitterness comes up at the tail end of the finish 
2949,this is a well constructed with 95 of the grapes from napa valley and the rest supplied from nearby lake county merlot makes up 85 of the wine the remainder is cabernet sauvignon hearty it offers juicy plum and black cherry as well as streaks of cedar and black pepper the tannins are soft and integrated while the finish hints at mocha and chocolate 
2950,snappy dry red fruit and citrus aromas are a good opening the palate is fresh and bouncy with punchy pomegranate and grapefruit flavors a zesty finish with mild citrus and nectarine flavors is par for the course 
2951,a feral oaky pinot noir from cool climate vineyards that tastes of just ripe cherry and raspberry fruit with a distinct smokiness on the nose 
2952,lemon lychee and a slight oily character create a familiar torront s bouquet a plump body is balanced by citrusy acidity while flavors of tangerine mango passion fruit and lychee finish a touch heavy but vertical drink right away 
2953,this is a finely made easy to drink wine it is soft round with spice and light tannins a wine that would travel to parties barbecues and pasta bakes the acidity from the blackberry flavor keeps it fresh and fruity 
2954,saucy scratchy aromas suggest road tar and compost this wine is wide in feel with peppery spicy raspberry and plum flavors a minty herbal tasting finish is neither overbearing nor oaky 
2955,sanguine and brawny it s concentrated in dark plum and blueberry fruit with an earthy element teasing around the edges the finish is marked by power and grip 
2956,the nose isn t very expressive but eventually reveals fig and raisin aromas the simple palate offers raw red cherry alongside brisk acidity and firm tannins 
2957,lighter in color this wine comes from the miller family that owns bien nacido vineyard aromas combine brisk raspberry and fresh strawberry with clove there is a bitterness on the palate akin to saut ed beet greens followed by pepper spice and more raspberry with tannins that may evolve over time 
2958,on first sniff this shows viognier s lean side offering notes of kiwis and lemons letting the wine sit in the glass helps to lure out the grape s characteristic scents of exotic flowers apricots and peaches a fresh easygoing selection this concludes with a clean medium length finish 
2959,this is an expansive fuller style of chardonnay from windswept carneros juicy in apple and meyer lemon it s softly textured with a pronounced richness in aroma evocative of earthy oak and petrol mouthfilling and creamy it finishes with a taste of cr me caramel 
2960,this structured young wine has good acidity along with black currant fruitiness and firm tannins that need time to soften the aftertaste with its lift of freshness is already attractive drink from 2017 
2961,this brooding barolo opens with aromas of crushed black fruit leather and balsamic notes the palate displays oak extract espresso black licorice toast and coffee alongside extremely astringent wood tannins 
2962,this is a bone dry vinho verde very crisp and tight it has the freshest sliced apple and lime flavors that are both refreshing and invigorating from high cool vineyards this is a fine wine that would benefit from a few more months in bottle 
2963,this delivers cedary smoky aromas and tasty plum and berry flavors there s a good balance between mild tannins firm acidity and moderately rich fruit character nothing over the top all in proportion 
2964,mature plum espresso coffee and oak aromas emerge on this young and still rather closed barolo the palate delivers black cherry vanilla and cocoa alongside aggressive tannins that leave the mouth feeling parched drink after 2020 
2965,on the slopes above the river garonne this vineyard has produced a fresh and fruity wine firm tannins are balanced by the intensely young and juicy berry fruit wood aging rounds the corners of this wine that will be drinkable from 2015 
2966,with some years under its belt this has become a ripe full and smooth wine it shows attractive acidity as well as some firm tannins but these fit well into the juicy black plum fruits and fresh aftertaste drink now 
2967,this wine shows a tropical fruit character with apricots and mangos laced by more citrus and lime acidity it s rich warm and round although at the back a steely tautness provides balance 
